,survived,pclass,sex,age,sibsp,parch,title,deck,family_size,child
339,0,2,0,28,0,0,Mr,E,0,adult
1260,0,3,0,36,0,0,Mr,F,0,adult
788,0,3,0,16,0,0,Mr,F,0,child
153,1,1,0,34,0,0,Mr,D,0,adult
1071,0,3,0,25,0,0,Mr,F,0,adult
355,0,2,0,25,1,0,Mr,F,1,adult
786,1,3,1,22,1,0,Mrs,C,1,adult
639,0,3,0,35,0,0,Mr,F,0,adult
1184,0,3,0,39,0,0,Mr,F,0,adult
1292,0,3,0,22,0,0,Mr,B,0,adult
815,0,3,0,25,0,0,Mr,F,0,adult
962,0,3,1,29,1,0,Miss,C,1,adult
435,1,2,1,7,0,2,Miss,F,2,child
224,0,1,0,52,0,0,Mr,C,0,adult
41,0,1,0,39,0,0,Dr,A,0,adult
1226,0,3,0,60.5,0,0,Mr,G,0,adult
606,1,3,0,25,0,0,Mr,F,0,adult
285,1,1,1,62,0,0,Mrs,B,0,adult
139,0,1,0,38,0,1,Mr,C,1,adult
599,1,2,1,26,0,0,Miss,E,0,adult
927,1,3,0,31,0,0,Mr,F,0,adult
756,0,3,0,17,2,0,Mr,E,2,child
464,0,2,0,22,2,0,Mr,C,2,adult
846,1,3,1,24,1,0,Mrs,C,1,adult
661,1,3,1,24,0,3,Mrs,E,3,adult
1037,1,3,1,19,0,2,Mrs,E,2,adult
693,0,3,1,18.5,0,0,Miss,F,0,adult
483,1,2,1,17,0,0,Miss,D,0,child
1176,0,3,1,16,8,2,Miss,E,10,child
477,0,2,0,30,1,1,Rev,E,2,adult
619,0,3,0,35,0,0,Mr,E,0,adult
817,0,3,0,29,0,0,Mr,E,0,adult
991,0,3,0,29,0,0,Mr,F,0,adult
1246,0,3,0,48,0,0,Mr,E,0,adult
442,1,2,1,55,0,0,Mrs,C,0,adult
264,1,1,1,39,1,0,Mrs,E,1,adult
351,1,2,1,15,0,2,Miss,E,2,child
1100,0,3,1,8,3,1,Miss,A,4,child
789,0,3,0,45,0,0,Mr,F,0,adult
301,0,1,0,61,0,0,Mr,B,0,adult
1009,0,3,1,35,0,0,Miss,F,0,adult
157,0,1,0,42,0,0,Mr,B,0,adult
149,0,1,0,45,1,0,Mr,C,1,adult
1262,1,3,1,63,0,0,Mrs,C,0,adult
1191,1,3,0,25,0,0,Mr,F,0,adult
880,0,3,0,20,0,0,Mr,F,0,adult
59,0,1,0,49,0,0,Mr,C,0,adult
1068,1,3,1,22,0,0,Miss,A,0,adult
114,1,1,1,23,3,2,Miss,C,5,adult
849,0,3,0,41,2,0,Mr,D,2,adult
117,1,1,1,60,1,4,Mrs,C,5,adult
1215,0,3,0,24,0,0,Mr,F,0,adult
1016,0,3,0,55.5,0,0,Mr,B,0,adult
456,0,2,0,63,1,0,Mr,C,1,adult
1282,0,3,0,22,0,0,Mr,D,0,adult
726,1,3,1,22,0,0,Miss,B,0,adult
917,1,3,1,4,0,1,Miss,B,1,child
558,1,2,1,25,0,1,Mrs,D,1,adult
111,0,1,0,30,0,0,Mr,C,0,adult
1251,0,3,0,22,0,0,Mr,F,0,adult
95,1,1,0,4,0,2,Nobleman,A,2,child
658,1,3,1,0.75,2,1,Miss,B,3,child
490,1,2,1,42,1,0,Mrs,F,1,adult
541,1,2,1,2,1,1,Miss,E,2,child
847,0,3,0,20,0,0,Mr,E,0,adult
24,1,1,1,42,0,0,Miss,C,0,adult
17,0,1,0,24,0,1,Mr,B,1,adult
1288,0,3,0,51,0,0,Mr,F,0,adult
1188,1,3,1,1,1,1,Miss,G,2,child
498,0,2,0,40,0,0,Mr,T,0,adult
277,0,1,0,57,1,0,Mr,B,1,adult
211,0,1,0,55,0,0,Mr,C,0,adult
1216,0,3,0,20,0,0,Mr,F,0,adult
324,0,2,0,30,1,0,Mr,D,1,adult
701,0,3,0,17,0,0,Mr,D,0,child
169,1,1,1,38,0,0,Miss,B,0,adult
813,0,3,0,31,0,0,Mr,F,0,adult
1133,0,3,0,18,0,0,Mr,E,0,adult
628,0,3,1,9,4,2,Miss,C,6,child
1040,1,3,1,23,0,0,Miss,G,0,adult
1080,1,3,1,22,0,0,Miss,F,0,adult
1232,0,3,1,29,1,1,Mrs,G,2,adult
692,0,3,0,35,0,0,Mr,E,0,adult
1142,0,3,0,10,4,1,Nobleman,E,5,child
535,1,2,1,19,0,0,Miss,F,0,adult
1214,0,3,0,32,0,0,Mr,F,0,adult
1148,0,3,1,22,0,0,Miss,G,0,adult
109,1,1,1,41,0,0,Miss,B,0,adult
73,1,1,1,26,1,0,Mrs,C,1,adult
297,1,1,1,39,1,1,Mrs,C,2,adult
1213,0,3,0,22,0,0,Mr,D,0,adult
335,0,2,0,28,0,0,Mr,C,0,adult
378,1,2,1,8,0,2,Miss,F,2,child
170,0,1,1,50,0,0,Miss,C,0,adult
781,1,3,1,23,0,0,Miss,E,0,adult
61,0,1,0,36,1,0,Mr,C,1,adult
465,0,2,0,32,0,0,Mr,D,0,adult
469,0,2,1,22,0,0,Mrs,C,0,adult
1195,0,3,0,25,0,0,Mr,F,0,adult
702,0,3,0,17,0,0,Mr,D,0,child
591,1,2,1,0.9167,1,2,Miss,C,3,child
873,1,3,1,18,0,0,Miss,B,0,adult
15,1,1,0,80,0,0,Mr,A,0,adult
72,0,1,0,27,1,0,Mr,C,1,adult
718,0,3,0,18,1,0,Mr,C,1,adult
1261,1,3,1,18,0,0,Miss,E,0,adult
136,0,1,0,71,0,0,Mr,A,0,adult
349,0,2,0,27,0,0,Mr,F,0,adult
520,0,2,0,28,0,0,Mr,D,0,adult
1186,0,3,0,33,2,0,Mr,C,2,adult
657,1,3,1,33,3,0,Mrs,C,3,adult
1165,0,3,0,32,0,0,Mr,C,0,adult
216,0,1,0,58,0,2,Mr,D,2,adult
1126,0,3,0,24,0,0,Mr,F,0,adult
1170,0,3,0,38.5,0,0,Mr,F,0,adult
649,0,3,0,21,0,0,Mr,D,0,adult
735,1,3,0,3,1,1,Nobleman,G,2,child
600,0,2,1,24,0,0,Miss,E,0,adult
1208,0,3,0,10,3,2,Nobleman,C,5,child
471,0,2,0,35,0,0,Mr,B,0,adult
654,1,3,1,13,0,0,Miss,F,0,child
921,0,3,0,28,0,0,Mr,C,0,adult
1151,0,3,0,21,0,0,Mr,A,0,adult
709,0,3,0,24,0,0,Mr,D,0,adult
37,1,1,1,22,0,1,Miss,E,1,adult
1101,0,3,1,29,0,4,Mrs,A,4,adult
315,1,1,1,50,1,1,Mrs,C,2,adult
1051,1,3,1,19,1,1,Mrs,C,2,adult
388,1,2,1,48,0,2,Mrs,E,2,adult
357,0,2,0,25,0,0,Mr,B,0,adult
865,0,3,1,28,0,0,Miss,C,0,adult
192,0,1,0,30,0,0,Mr,C,0,adult
161,1,1,1,44,0,1,Mrs,B,1,adult
298,1,1,1,50,0,0,Mrs,E,0,adult
754,0,3,0,22,0,0,Mr,F,0,adult
173,0,1,0,50,0,0,Mr,E,0,adult
48,1,1,0,42,0,0,Mr,E,0,adult
530,1,2,1,50,0,1,Mrs,E,1,adult
603,0,3,0,16,1,1,Mr,F,2,child
354,1,2,1,20,1,0,Miss,F,1,adult
1301,1,3,1,15,1,0,Mrs,E,1,child
113,1,1,1,28,3,2,Miss,C,5,adult
1018,1,3,0,21,0,0,Mr,D,0,adult
188,1,1,1,16,0,1,Miss,D,1,child
1132,1,3,0,32,0,0,Mr,E,0,adult
323,1,1,1,36,0,0,Miss,C,0,adult
942,1,3,0,25,0,0,Mr,F,0,adult
424,0,2,0,34,0,0,Mr,F,0,adult
427,0,2,0,30,0,0,Mr,F,0,adult
420,0,2,0,21,1,0,Mr,F,1,adult
647,1,3,1,38,1,5,Mrs,B,6,adult
368,0,2,0,52,0,0,Mr,E,0,adult
1274,0,3,1,18,2,0,Miss,C,2,adult
906,1,3,0,32,0,0,Mr,E,0,adult
60,1,1,1,55,0,0,Mrs,C,0,adult
790,0,3,0,27,0,0,Mr,F,0,adult
1118,0,3,0,21,0,0,Mr,C,0,adult
984,0,3,0,24,0,0,Mr,F,0,adult
1244,0,3,0,33,0,0,Mr,F,0,adult
1310,0,3,,34,0,0,Miss,F,0,adult
382,0,2,1,30,0,0,Mrs,D,0,adult
1065,1,3,0,39,0,0,Mr,E,0,adult
344,1,2,0,34,0,0,Mr,D,0,adult
338,1,2,1,19,1,0,Mrs,E,1,adult
71,0,1,0,52,0,0,Mr,A,0,adult
100,1,1,1,48,1,0,Noblewoman,A,1,adult
1074,0,3,0,31,0,0,Mr,F,0,adult
346,0,2,0,23,0,0,Mr,B,0,adult
864,0,3,0,28,0,0,Mr,F,0,adult
42,1,1,1,44,0,0,Mrs,B,0,adult
1107,0,3,1,41,0,5,Mrs,B,5,adult
596,0,2,0,33,0,0,Mr,D,0,adult
910,1,3,0,32,0,0,Mr,E,0,adult
909,0,3,1,21,1,0,Miss,C,1,adult
124,1,1,0,60,1,1,Mr,B,2,adult
686,0,3,0,21,0,0,Mr,E,0,adult
637,0,3,1,18,1,0,Mrs,C,1,adult
1044,1,3,1,18,1,0,Miss,B,1,adult
104,1,1,1,38,0,0,Miss,C,0,adult
487,0,2,0,24,0,0,Mr,E,0,adult
454,0,2,0,21,0,0,Mr,F,0,adult
925,0,3,0,34.5,0,0,Mr,F,0,adult
486,0,2,0,36,0,0,Mr,D,0,adult
12,1,1,1,18,1,0,Mrs,C,1,adult
832,0,3,0,40,1,6,Mr,E,7,adult
13,1,1,1,24,0,0,Miss,B,0,adult
629,0,3,1,11,4,2,Miss,D,6,child
738,0,3,0,19,0,0,Mr,C,0,adult
122,1,1,1,39,1,0,Mrs,C,1,adult
867,1,3,1,2,0,1,Miss,C,1,child
11,0,1,0,47,1,0,Military,C,1,adult
51,1,1,1,58,0,1,Mrs,B,1,adult
1082,1,3,1,23,0,0,Miss,C,0,adult
1237,1,3,0,14,0,0,Mr,F,0,child
412,0,2,1,38,0,0,Miss,D,0,adult
416,1,2,1,34,0,0,Miss,E,0,adult
533,0,2,0,41,0,0,Rev,A,0,adult
475,0,2,0,31,0,0,Mr,D,0,adult
492,0,2,0,27,0,0,Mr,D,0,adult
148,0,1,0,38,0,0,Mr,C,0,adult
919,0,3,0,33,0,0,Mr,F,0,adult
950,1,3,0,26,0,0,Mr,C,0,adult
624,0,3,1,6,4,2,Miss,D,6,child
833,0,3,1,43,1,6,Mrs,F,7,adult
1006,0,3,0,70.5,0,0,Mr,A,0,adult
288,0,1,0,61,0,0,Mr,D,0,adult
625,0,3,1,2,4,2,Miss,E,6,child
670,0,3,0,19,0,0,Mr,B,0,adult
463,0,2,0,24,2,0,Mr,C,2,adult
969,0,3,0,36,1,0,Mr,F,1,adult
960,0,3,0,32,0,0,Mr,F,0,adult
552,1,2,1,50,0,0,Miss,E,0,adult
695,0,3,0,19,0,0,Mr,C,0,adult
1066,0,3,0,21,0,0,Mr,F,0,adult
941,0,3,0,34.5,0,0,Mr,F,0,adult
